HospitalCode,TypeDescription,Age,ServiceSupport,AssetCondition,ServiceIntention,FrequencyMaintenanceRequirement,MaintenanceComplexity,TotalDowntime,AlternativeBackup,Operations,MaintenanceCost,Make,Model,Manufacturer,Brand,PurchaseDate,MonthsToFailure,FailureClass
PRK300,Physiologic Monitoring System,13,1,0,1,1,1,452.2,0,2,465.5,Japan,Life Scope #425,Nihon Kohden Corp,Nihon Kohden,2016-09-20,29,2
PRK319,Infusion Pump,6,1,0,2,1,1,120.41,0,2,232.72,Ireland,Alaris GP #832,Medtronic,Alaris,2005-10-29,19,2
PRK319,Ventilator,5,1,0,3,2,1,15.34,0,2,16636.08,USA,Smartvent 7900 #200,Datex-Ohmeda Inc,Smartvent,2010-04-11,43,3
PRK330,Sphygmomanometers,7,0,0,1,1,1,20.43,0,2,22.4,Malaysia,MV-BP100 #279,Med-Vantage Sdn Bhd,MedVantage,2017-11-28,40,2
PRK312,Physiologic Monitoring System,7,0,0,1,1,1,120.08,0,2,0.0,USA,CARESCAPE #254,GE Healthcare,GE,2016-02-27,33,3
PRK319,Physiologic Monitoring System,3,0,0,1,1,1,326.38,1,2,15606.86,USA,CARESCAPE #98,GE Healthcare,GE,2010-03-29,45,2
PRK319,Infusion Pump,6,0,0,2,1,1,145.43,0,2,40.93,Ireland,Alaris GP #900,Medtronic,Alaris,2017-07-25,33,3
PRK341,Infusion Pump,5,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #53,Baxter Healthcare Corp,Sigma,2020-02-27,,1
PRK311,Infusion Pump,24,1,0,2,1,1,79.41,0,1,10853.24,Ireland,Alaris GP #796,Medtronic,Alaris,2006-12-09,9,2
PRK319,Physiologic Monitoring System,16,1,1,1,1,1,34.37,1,1,293.52,Netherlands,IntelliVue #197,Koninklijke Philips N.V.,Philips,2019-05-11,26,3
PRK319,Infusion Pump,12,1,0,2,1,1,1.22,0,2,936.76,Germany,Infusomat Space #322,B. Braun Melsungen AG,Infusomat,2010-03-19,35,2
PRK330,Ventilator,4,1,0,3,1,1,37.23,0,2,404.0,USA,Carestation 650 #221,Datex-Ohmeda Inc,Carestation,2007-09-17,48,2
PRK300,Infusion Pump,14,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #67,B. Braun Melsungen AG,Infusomat,2016-10-24,,1
PRK360,Infusion Pump,4,1,0,2,1,1,0.0,1,2,281.25,Ireland,Alaris GP #745,Medtronic,Alaris,2010-12-21,18,2
PRK319,Infusion Pump,14,1,0,2,1,1,0.0,1,2,0.0,USA,Sigma Spectrum #109,Baxter Healthcare Corp,Sigma,2016-09-13,,1
PRK319,Sphygmomanometers,7,1,0,1,1,1,9.22,1,2,19.36,USA,DS66 #15,Welch Allyn Inc,Welch Allyn,2008-06-12,36,3
PRK340,Infusion Pump,18,1,0,2,1,1,366.09,0,2,18559.24,USA,Sigma Spectrum #354,Baxter Healthcare Corp,Sigma,2013-02-11,4,2
PRK358,Infusion Pump,2,0,0,2,1,1,10.41,0,2,1861.87,USA,Sigma Spectrum #556,Baxter Healthcare Corp,Sigma,2010-09-25,37,2
PRK330,Infusion Pump,14,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #190,B. Braun Melsungen AG,Infusomat,2014-09-04,,1
PRK319,Physiologic Monitoring System,19,1,1,1,1,1,0.0,0,2,0.0,Japan,Life Scope #920,Nihon Kohden Corp,Nihon Kohden,2008-01-25,,1
PRK340,Radiographic System,7,1,0,1,1,1,197.15,0,2,251.88,Netherlands,DigitalDiagnost #262,Koninklijke Philips N.V.,Philips,2020-07-24,31,3
PRK333,Infusion Pump,7,0,0,2,1,1,674.31,1,2,118.13,USA,Sigma Spectrum #940,Baxter Healthcare Corp,Sigma,2013-08-05,10,2
PRK330,Defibrillator,8,1,0,3,1,1,0.0,1,2,272.76,Netherlands,HeartStart XL #226,Koninklijke Philips N.V.,HeartStart,2013-11-23,47,2
PRK360,Infusion Pump,12,1,0,2,1,1,31.95,0,2,82.24,USA,Sigma Spectrum #601,Baxter Healthcare Corp,Sigma,2009-03-23,36,3
PRK360,Physiologic Monitoring System,5,0,0,1,1,1,0.0,0,2,0.0,Netherlands,IntelliVue #109,Koninklijke Philips N.V.,Philips,2011-06-26,,1
PRK340,Infusion Pump,4,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #398,Baxter Healthcare Corp,Sigma,2020-12-01,,1
PRK300,Infusion Pump,26,1,1,2,1,1,119.24,0,2,1058.43,Germany,Infusomat Space #804,B. Braun Melsungen AG,Infusomat,2013-12-23,2,2
PRK340,Physiologic Monitoring System,6,1,0,1,1,1,30.19,0,2,87.14,Japan,Life Scope #326,Nihon Kohden Corp,Nihon Kohden,2016-03-26,34,2
PRK360,Infusion Pump,8,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #259,Medtronic,Alaris,2018-11-25,,1
PRK358,Infusion Pump,6,0,0,2,1,1,2.27,0,2,448.3,Ireland,Alaris GP #529,Medtronic,Alaris,2013-03-24,17,2
PRK319,Ventilator,13,1,0,3,1,1,43.52,0,2,0.0,UK,Blease 8200p #319,Blease Medical Equipment Ltd,Blease,1996-10-29,35,2
PRK312,Sphygmomanometers,5,0,0,1,1,1,0.0,0,2,0.0,USA,DS66 #844,Welch Allyn Inc,Welch Allyn,2001-08-29,,1
PRK311,Infusion Pump,7,0,0,2,1,1,15.87,1,2,13221.13,USA,Sigma Spectrum #294,Baxter Healthcare Corp,Sigma,2008-04-10,29,2
PRK358,Physiologic Monitoring System,17,0,0,1,1,1,5.2,0,2,0.0,Japan,Life Scope #238,Nihon Kohden Corp,Nihon Kohden,2012-05-27,3,2
PRK333,Ventilator,15,1,0,3,1,1,864.38,0,2,143.94,USA,Carestation 650 #382,Datex-Ohmeda Inc,Carestation,2018-04-06,30,2
PRK320,Infusion Pump,6,0,0,2,1,1,28.85,0,2,69.39,USA,Sigma Spectrum #181,Baxter Healthcare Corp,Sigma,2015-06-16,41,2
PRK320,Defibrillator,8,1,0,3,1,1,275.73,1,2,569.24,USA,Lifepak 20e #594,Physio-Control Inc,Lifepak,2009-04-02,5,2
PRK319,Infusion Pump,4,0,0,2,1,1,363.11,0,2,818.8,Germany,Infusomat Space #182,B. Braun Melsungen AG,Infusomat,2006-03-26,14,2
PRK358,Ventilator,8,1,0,3,1,1,827.65,0,1,36.43,UK,Blease 8200p #293,Blease Medical Equipment Ltd,Blease,1999-06-20,23,2
PRK330,Infusion Pump,30,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #497,Medtronic,Alaris,2019-09-10,,1
PRK319,Infusion Pump,15,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #272,Baxter Healthcare Corp,Sigma,1997-08-11,,1
PRK342,Infusion Pump,4,0,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #350,Medtronic,Alaris,2007-10-20,,1
PRK341,Infusion Pump,2,0,0,2,1,1,33.87,1,1,137.17,USA,Sigma Spectrum #210,Baxter Healthcare Corp,Sigma,2011-02-20,25,2
PRK342,Ventilator,4,0,0,3,1,1,1157.42,1,2,36171.02,Germany,Evita V500 #930,Drager Medical AG & Co KGaA,Evita,2016-05-22,43,2
PRK358,Radiographic System,3,1,0,1,2,1,62.37,0,2,918.45,Netherlands,DigitalDiagnost #534,Koninklijke Philips N.V.,Philips,2019-02-15,15,2
PRK310,Infusion Pump,7,0,0,2,1,1,628.58,1,2,144.63,Germany,Infusomat Space #401,B. Braun Melsungen AG,Infusomat,2016-06-09,22,2
PRK300,Infusion Pump,18,1,0,2,1,1,9.5,0,2,358.59,Ireland,Alaris GP #219,Medtronic,Alaris,2011-11-15,10,2
PRK300,Infusion Pump,7,0,0,2,1,1,746.06,0,2,18.45,Ireland,Alaris GP #667,Medtronic,Alaris,2020-06-22,15,2
PRK342,Infusion Pump,5,0,0,2,1,1,183.91,0,2,21.18,USA,Sigma Spectrum #548,Baxter Healthcare Corp,Sigma,2014-01-05,15,2
PRK358,Infusion Pump,6,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #841,Baxter Healthcare Corp,Sigma,2009-10-12,,1
PRK320,Defibrillator,12,0,0,3,1,1,0.0,0,2,0.0,Netherlands,HeartStart XL #3,Koninklijke Philips N.V.,HeartStart,2001-06-13,,1
PRK350,Physiologic Monitoring System,9,0,0,1,1,1,19.61,0,2,4772.0,USA,CARESCAPE #823,GE Healthcare,GE,2019-12-03,14,2
PRK342,Infusion Pump,4,1,0,2,1,1,125.6,0,2,51489.77,USA,Sigma Spectrum #764,Baxter Healthcare Corp,Sigma,2014-04-11,35,2
PRK360,Infusion Pump,15,1,1,2,1,1,0.0,1,2,0.0,USA,Sigma Spectrum #184,Baxter Healthcare Corp,Sigma,2005-04-23,,1
PRK333,Physiologic Monitoring System,3,0,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #512,Nihon Kohden Corp,Nihon Kohden,2015-03-07,,1
PRK312,Infusion Pump,9,1,0,2,1,1,10.47,1,2,678.74,USA,Sigma Spectrum #725,Baxter Healthcare Corp,Sigma,2015-07-04,23,3
PRK342,Infusion Pump,6,0,0,2,1,1,0.0,1,2,0.0,USA,Sigma Spectrum #648,Baxter Healthcare Corp,Sigma,2006-05-09,,1
PRK358,Infusion Pump,7,1,0,2,2,1,2.4,1,2,0.0,Ireland,Alaris GP #627,Medtronic,Alaris,2020-02-03,25,2
PRK342,Infusion Pump,3,1,0,2,1,1,3278.57,0,2,20547.61,Germany,Infusomat Space #148,B. Braun Melsungen AG,Infusomat,2020-07-13,31,2
PRK358,Infusion Pump,8,1,0,2,1,1,6.27,0,2,42.29,Ireland,Alaris GP #457,Medtronic,Alaris,2011-11-17,37,2
PRK320,Physiologic Monitoring System,3,0,0,1,2,1,350.77,0,2,939.12,Japan,Life Scope #854,Nihon Kohden Corp,Nihon Kohden,2019-12-13,5,2
PRK342,Infusion Pump,5,0,0,2,1,1,2.62,1,2,588.61,USA,Sigma Spectrum #829,Baxter Healthcare Corp,Sigma,2016-06-27,32,3
PRK319,Physiologic Monitoring System,7,1,0,1,2,1,19.3,0,2,304.8,USA,CARESCAPE #120,GE Healthcare,GE,2000-01-01,34,2
PRK330,Infusion Pump,4,0,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #364,B. Braun Melsungen AG,Infusomat,2009-04-25,,1
PRK319,Defibrillator,20,1,0,3,1,1,706.05,0,2,23.21,USA,Lifepak 20e #864,Physio-Control Inc,Lifepak,2009-07-04,20,2
PRK311,Infusion Pump,5,0,0,2,1,1,0.0,0,2,12922.64,Ireland,Alaris GP #61,Medtronic,Alaris,2007-03-03,2,2
PRK300,Infusion Pump,6,1,0,2,1,1,7.92,1,1,4733.13,Germany,Infusomat Space #588,B. Braun Melsungen AG,Infusomat,2003-09-26,18,2
PRK341,Infusion Pump,8,1,0,2,1,1,35.16,0,2,48.08,Ireland,Alaris GP #21,Medtronic,Alaris,2015-05-05,47,3
PRK358,Infusion Pump,2,0,0,2,1,1,0.0,0,2,10.4,USA,Sigma Spectrum #945,Baxter Healthcare Corp,Sigma,2016-07-07,17,2
PRK319,Infusion Pump,1,0,0,2,1,1,361.58,0,2,709.49,Germany,Infusomat Space #635,B. Braun Melsungen AG,Infusomat,2018-04-23,30,2
PRK330,Physiologic Monitoring System,7,0,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #836,Nihon Kohden Corp,Nihon Kohden,2018-09-03,,1
PRK300,Infusion Pump,2,1,0,2,1,1,3.87,0,2,0.0,Ireland,Alaris GP #462,Medtronic,Alaris,2011-09-20,41,2
PRK330,Infusion Pump,10,1,0,2,1,1,17.18,0,2,0.0,USA,Sigma Spectrum #28,Baxter Healthcare Corp,Sigma,2006-02-24,22,2
PRK319,Infusion Pump,11,1,0,2,1,1,185.34,0,2,0.0,USA,Sigma Spectrum #766,Baxter Healthcare Corp,Sigma,1997-04-07,14,2
PRK340,Ventilator,10,1,0,3,2,1,2.32,1,2,55.52,Germany,Evita V500 #972,Drager Medical AG & Co KGaA,Evita,1992-12-11,42,2
PRK358,Ventilator,14,1,0,3,1,1,0.0,0,2,0.0,USA,Smartvent 7900 #895,Datex-Ohmeda Inc,Smartvent,2002-01-12,,1
PRK333,Physiologic Monitoring System,7,1,0,1,1,1,6.08,1,2,1126.37,Japan,Life Scope #155,Nihon Kohden Corp,Nihon Kohden,2017-06-24,10,2
PRK342,Physiologic Monitoring System,20,1,1,1,1,1,0.0,0,2,0.0,Netherlands,IntelliVue #628,Koninklijke Philips N.V.,Philips,2018-08-15,,1
PRK342,Physiologic Monitoring System,10,1,0,1,1,1,137.04,1,2,95.74,Japan,Life Scope #112,Nihon Kohden Corp,Nihon Kohden,2009-03-22,16,2
PRK311,Physiologic Monitoring System,19,0,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #553,Nihon Kohden Corp,Nihon Kohden,1999-01-05,,1
PRK320,Infusion Pump,13,1,0,2,2,1,190.85,0,2,110129.72,USA,Sigma Spectrum #393,Baxter Healthcare Corp,Sigma,2018-01-01,38,2
PRK311,Physiologic Monitoring System,7,1,0,1,1,1,494.98,0,2,10041.67,USA,CARESCAPE #183,GE Healthcare,GE,2002-09-29,38,2
PRK330,Physiologic Monitoring System,10,1,2,1,1,1,25743.0,0,2,3640.82,USA,CARESCAPE #560,GE Healthcare,GE,2017-01-31,10,3
PRK358,Infusion Pump,12,1,0,2,2,1,279.67,0,2,9.37,USA,Sigma Spectrum #564,Baxter Healthcare Corp,Sigma,2005-10-29,32,2
PRK333,Physiologic Monitoring System,1,0,0,1,1,1,0.0,1,2,0.0,Japan,Life Scope #524,Nihon Kohden Corp,Nihon Kohden,2012-10-07,,1
PRK330,Infusion Pump,2,0,1,2,1,1,16.78,1,2,1913.2,USA,Sigma Spectrum #508,Baxter Healthcare Corp,Sigma,2017-05-22,57,2
PRK319,Infusion Pump,23,1,0,2,1,1,273.11,0,2,0.0,Germany,Infusomat Space #344,B. Braun Melsungen AG,Infusomat,2020-03-25,2,2
PRK319,Infusion Pump,12,1,0,2,1,1,911.98,0,2,315.78,USA,Sigma Spectrum #607,Baxter Healthcare Corp,Sigma,2006-10-29,20,2
PRK358,Physiologic Monitoring System,16,1,0,1,1,1,0.0,0,2,0.0,Netherlands,IntelliVue #11,Koninklijke Philips N.V.,Philips,2011-12-06,,1
PRK319,Defibrillator,7,0,0,3,1,1,19.92,0,2,2281.71,USA,Lifepak 20e #489,Physio-Control Inc,Lifepak,2014-02-03,27,2
PRK342,Infusion Pump,20,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #503,B. Braun Melsungen AG,Infusomat,2013-08-21,,1
PRK300,Infusion Pump,7,0,0,2,1,1,5.05,1,2,750.34,Germany,Infusomat Space #571,B. Braun Melsungen AG,Infusomat,1998-05-23,12,2
PRK311,Infusion Pump,12,1,0,2,1,1,53.06,0,2,23455.15,Ireland,Alaris GP #927,Medtronic,Alaris,2003-06-10,13,3
PRK319,Infusion Pump,21,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #753,Baxter Healthcare Corp,Sigma,2007-02-23,,1
PRK358,Radiographic System,13,1,0,1,1,1,45.66,0,2,0.0,Japan,Aquilion #769,Canon Inc (Toshiba Medical),Canon,2011-03-12,11,3
PRK319,Infusion Pump,3,1,0,2,1,1,97.1,0,2,0.0,Germany,Infusomat Space #890,B. Braun Melsungen AG,Infusomat,2011-11-06,17,2
PRK342,Infusion Pump,7,0,0,2,1,1,90.82,0,2,2020.42,Ireland,Alaris GP #946,Medtronic,Alaris,2002-03-26,24,2
PRK312,Infusion Pump,10,1,0,2,1,1,22.37,1,2,5.74,Ireland,Alaris GP #519,Medtronic,Alaris,2016-11-25,24,2
PRK341,Sphygmomanometers,12,1,0,1,1,1,0.0,0,2,0.0,USA,DS66 #488,Welch Allyn Inc,Welch Allyn,2017-12-16,,1
PRK341,Infusion Pump,18,1,2,2,1,1,489.66,1,2,689.0,Germany,Infusomat Space #858,B. Braun Melsungen AG,Infusomat,2009-12-20,10,3
PRK341,Physiologic Monitoring System,12,1,0,1,1,1,0.0,1,2,0.0,Japan,Life Scope #833,Nihon Kohden Corp,Nihon Kohden,2012-06-16,,1
PRK319,Infusion Pump,8,1,0,2,1,1,67.46,0,1,54205.56,USA,Sigma Spectrum #598,Baxter Healthcare Corp,Sigma,2015-01-19,18,2
PRK312,Infusion Pump,6,1,0,2,1,1,791.72,0,2,1358.21,Ireland,Alaris GP #773,Medtronic,Alaris,2020-03-20,11,3
PRK358,Physiologic Monitoring System,7,0,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #354,Nihon Kohden Corp,Nihon Kohden,2011-10-10,,1
PRK340,Infusion Pump,5,1,0,2,1,1,545.41,0,2,91.88,Germany,Infusomat Space #207,B. Braun Melsungen AG,Infusomat,2000-05-08,44,3
PRK319,Physiologic Monitoring System,5,0,0,1,1,1,136.69,0,2,858.34,Japan,Life Scope #367,Nihon Kohden Corp,Nihon Kohden,2003-12-22,17,2
PRK330,Infusion Pump,16,1,0,2,1,1,4.45,0,2,1742.01,Germany,Infusomat Space #673,B. Braun Melsungen AG,Infusomat,2013-06-29,31,3
PRK300,Physiologic Monitoring System,9,1,0,1,1,1,578.68,0,2,14128.49,USA,CARESCAPE #763,GE Healthcare,GE,2016-06-06,2,2
PRK333,Physiologic Monitoring System,5,0,0,1,1,1,18.9,1,2,509.13,Japan,Life Scope #477,Nihon Kohden Corp,Nihon Kohden,2002-05-15,44,2
PRK330,Physiologic Monitoring System,8,1,0,1,1,1,25.24,0,2,29.79,Netherlands,IntelliVue #482,Koninklijke Philips N.V.,Philips,2013-09-22,33,3
PRK311,Infusion Pump,6,1,0,2,2,1,186.97,0,2,554.37,Germany,Infusomat Space #841,B. Braun Melsungen AG,Infusomat,2008-10-26,19,2
PRK330,Physiologic Monitoring System,2,0,0,1,1,1,9.91,0,2,0.0,Netherlands,IntelliVue #777,Koninklijke Philips N.V.,Philips,2014-03-14,47,2
PRK341,Radiographic System,12,1,0,1,1,1,296.44,0,2,0.0,Germany,Somatom #487,Siemens Healthineers,Siemens,2017-11-04,15,2
PRK358,Infusion Pump,17,1,0,2,1,1,116.62,0,2,0.0,USA,Sigma Spectrum #571,Baxter Healthcare Corp,Sigma,2012-09-22,8,2
PRK342,Infusion Pump,15,1,0,2,1,1,1072.85,1,2,1603.96,Ireland,Alaris GP #624,Medtronic,Alaris,2010-01-08,12,3
PRK333,Ventilator,14,1,0,3,1,1,430.61,0,2,0.0,UK,Blease 8200p #44,Blease Medical Equipment Ltd,Blease,2007-12-30,14,2
PRK342,Infusion Pump,3,1,0,2,1,1,37.75,0,2,1497.5,Ireland,Alaris GP #452,Medtronic,Alaris,2016-09-25,5,2
PRK319,Physiologic Monitoring System,20,1,0,1,1,1,25.8,0,2,96.29,USA,CARESCAPE #484,GE Healthcare,GE,2008-05-27,4,3
PRK341,Physiologic Monitoring System,5,0,0,1,2,1,14.63,0,2,0.0,Japan,Life Scope #949,Nihon Kohden Corp,Nihon Kohden,2016-08-05,56,2
PRK300,Infusion Pump,3,0,0,2,3,1,34.81,1,2,4123.11,Ireland,Alaris GP #494,Medtronic,Alaris,1994-06-16,33,2
PRK300,Physiologic Monitoring System,1,1,0,1,2,1,0.0,0,2,0.0,Netherlands,IntelliVue #3,Koninklijke Philips N.V.,Philips,2009-10-25,,1
PRK341,Physiologic Monitoring System,10,1,1,1,1,1,0.0,0,2,0.0,USA,CARESCAPE #709,GE Healthcare,GE,2008-06-14,,1
PRK312,Infusion Pump,20,1,0,2,1,1,5.6,0,2,16316.32,Ireland,Alaris GP #829,Medtronic,Alaris,2009-02-12,13,3
PRK342,Defibrillator,18,0,0,3,2,1,9.45,0,2,9074.95,USA,Lifepak 20e #793,Physio-Control Inc,Lifepak,1999-11-12,28,3
PRK341,Infusion Pump,8,1,0,2,2,1,640.12,0,2,766.12,Ireland,Alaris GP #746,Medtronic,Alaris,2012-10-26,16,2
PRK300,Infusion Pump,16,1,0,2,1,1,4.89,0,2,77.82,Ireland,Alaris GP #119,Medtronic,Alaris,2005-09-13,16,2
PRK326,Ventilator,30,1,2,3,1,1,0.0,1,2,0.0,USA,Carestation 650 #524,Datex-Ohmeda Inc,Carestation,2017-09-28,,1
PRK341,Infusion Pump,6,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #618,B. Braun Melsungen AG,Infusomat,2014-07-19,,1
PRK342,Ventilator,11,1,0,3,1,1,0.0,0,2,0.0,USA,Smartvent 7900 #899,Datex-Ohmeda Inc,Smartvent,2013-02-24,,1
PRK358,Infusion Pump,20,1,0,2,1,1,0.0,0,1,0.0,USA,Sigma Spectrum #698,Baxter Healthcare Corp,Sigma,2006-01-22,,1
PRK320,Infusion Pump,3,0,0,2,1,1,0.0,0,1,0.0,Ireland,Alaris GP #580,Medtronic,Alaris,2012-12-26,,1
PRK358,Infusion Pump,3,0,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #837,Medtronic,Alaris,2019-03-04,,1
PRK320,Physiologic Monitoring System,22,0,0,1,1,1,140.58,1,2,27.93,Japan,Life Scope #346,Nihon Kohden Corp,Nihon Kohden,2013-09-26,19,2
PRK300,Ventilator,16,1,0,3,1,1,44.76,1,2,151.28,UK,Blease 8200p #497,Blease Medical Equipment Ltd,Blease,2012-10-30,23,2
PRK341,Ventilator,5,1,0,3,2,1,109.65,1,2,417.39,Germany,Evita V500 #885,Drager Medical AG & Co KGaA,Evita,2018-11-04,26,2
PRK319,Sphygmomanometers,3,0,1,1,1,1,308.55,0,2,3334.81,Japan,HEM-907 #41,Omron Healthcare Co Ltd,Omron,2007-06-20,20,2
PRK311,Physiologic Monitoring System,3,1,0,1,1,1,5.36,0,2,6251.15,Netherlands,IntelliVue #753,Koninklijke Philips N.V.,Philips,2012-05-13,9,2
PRK319,Physiologic Monitoring System,9,1,0,1,1,1,0.0,1,2,0.0,Japan,Life Scope #78,Nihon Kohden Corp,Nihon Kohden,2005-11-30,,1
PRK358,Infusion Pump,5,0,0,2,1,1,12.0,0,2,17.2,USA,Sigma Spectrum #231,Baxter Healthcare Corp,Sigma,2011-09-21,11,2
PRK358,Defibrillator,5,1,0,3,1,1,0.0,0,2,0.0,Netherlands,HeartStart XL #428,Koninklijke Philips N.V.,HeartStart,2009-10-04,,1
PRK360,Physiologic Monitoring System,3,0,0,1,1,1,508.67,1,2,842.78,USA,CARESCAPE #292,GE Healthcare,GE,1996-01-29,15,2
PRK319,Defibrillator,8,0,0,3,1,1,314.24,1,2,2821.34,USA,Lifepak 20e #722,Physio-Control Inc,Lifepak,2013-11-25,39,2
PRK330,Infusion Pump,3,0,0,2,1,1,0.0,1,2,0.0,Germany,Infusomat Space #413,B. Braun Melsungen AG,Infusomat,2015-08-11,,1
PRK350,Infusion Pump,13,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #946,Baxter Healthcare Corp,Sigma,2018-11-10,,1
PRK319,Physiologic Monitoring System,18,1,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #699,Nihon Kohden Corp,Nihon Kohden,1998-11-14,,1
PRK326,Infusion Pump,10,1,1,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #374,B. Braun Melsungen AG,Infusomat,2002-08-04,,1
PRK319,Infusion Pump,16,1,0,2,1,1,16.49,1,2,50.61,Ireland,Alaris GP #93,Medtronic,Alaris,2013-03-31,23,3
PRK340,Sphygmomanometers,7,1,0,1,1,1,0.0,0,2,0.0,USA,DS66 #639,Welch Allyn Inc,Welch Allyn,2019-05-05,,1
PRK341,Infusion Pump,4,1,0,2,1,1,107.44,0,2,78.92,Ireland,Alaris GP #22,Medtronic,Alaris,2015-09-01,28,2
PRK319,Infusion Pump,6,1,0,2,1,1,138.11,1,2,70.97,USA,Sigma Spectrum #717,Baxter Healthcare Corp,Sigma,1999-08-13,3,2
PRK300,Infusion Pump,2,1,0,2,1,1,8.07,0,2,80.35,Germany,Infusomat Space #70,B. Braun Melsungen AG,Infusomat,2017-06-07,17,2
PRK342,Infusion Pump,5,1,0,2,1,1,75.33,0,2,386.18,USA,Sigma Spectrum #73,Baxter Healthcare Corp,Sigma,2004-02-22,17,2
PRK341,Physiologic Monitoring System,7,0,0,1,1,1,0.0,1,2,0.0,Netherlands,IntelliVue #681,Koninklijke Philips N.V.,Philips,2017-06-14,,1
PRK319,Defibrillator,8,1,0,3,1,1,0.0,0,2,0.0,USA,Lifepak 20e #521,Physio-Control Inc,Lifepak,1993-07-04,,1
PRK319,Radiographic System,16,1,0,1,2,1,71.53,0,2,76.49,Germany,Somatom #937,Siemens Healthineers,Siemens,2016-03-31,16,2
PRK360,Physiologic Monitoring System,21,0,0,1,1,1,18.08,0,2,83.27,USA,CARESCAPE #79,GE Healthcare,GE,2000-01-19,23,2
PRK341,Physiologic Monitoring System,9,1,0,1,1,1,4.06,0,2,19.57,Japan,Life Scope #309,Nihon Kohden Corp,Nihon Kohden,1992-03-10,31,2
PRK341,Infusion Pump,3,1,0,2,1,1,319.45,0,2,8489.19,USA,Sigma Spectrum #468,Baxter Healthcare Corp,Sigma,2014-04-21,49,2
PRK341,Defibrillator,3,1,0,3,1,1,126.28,0,2,51.63,USA,Lifepak 20e #926,Physio-Control Inc,Lifepak,2007-03-30,20,2
PRK360,Infusion Pump,5,0,0,2,2,1,10.84,0,2,0.0,USA,Sigma Spectrum #875,Baxter Healthcare Corp,Sigma,2014-01-03,47,2
PRK320,Infusion Pump,4,0,0,2,1,1,284.12,0,2,107.5,Germany,Infusomat Space #970,B. Braun Melsungen AG,Infusomat,2012-06-04,11,2
PRK319,Sphygmomanometers,10,0,0,1,1,1,2479.48,0,2,12207.08,USA,DS66 #798,Welch Allyn Inc,Welch Allyn,2009-07-13,15,3
PRK326,Defibrillator,3,1,0,3,1,1,66.06,0,2,94.21,USA,Lifepak 20e #424,Physio-Control Inc,Lifepak,2010-02-19,41,2
PRK350,Infusion Pump,21,1,1,2,1,1,4.53,0,2,79.93,USA,Sigma Spectrum #685,Baxter Healthcare Corp,Sigma,2010-11-01,2,3
PRK311,Physiologic Monitoring System,15,1,1,1,1,1,31.75,1,2,433.56,Japan,Life Scope #687,Nihon Kohden Corp,Nihon Kohden,2006-11-25,31,2
PRK319,Infusion Pump,17,1,0,2,1,1,1.66,0,2,20783.76,USA,Sigma Spectrum #905,Baxter Healthcare Corp,Sigma,2000-11-05,28,2
PRK319,Infusion Pump,5,0,0,2,1,1,43.99,0,1,2044.94,Ireland,Alaris GP #35,Medtronic,Alaris,2001-10-09,32,3
PRK341,Infusion Pump,3,0,0,2,1,1,27.34,0,2,143.04,USA,Sigma Spectrum #301,Baxter Healthcare Corp,Sigma,2007-01-14,27,2
PRK341,Infusion Pump,5,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #325,Baxter Healthcare Corp,Sigma,2019-06-01,,1
PRK320,Physiologic Monitoring System,9,1,0,1,1,1,18.61,0,2,175.43,Netherlands,IntelliVue #454,Koninklijke Philips N.V.,Philips,2015-09-14,10,2
PRK319,Infusion Pump,8,1,0,2,1,1,273.6,0,2,19978.76,USA,Sigma Spectrum #736,Baxter Healthcare Corp,Sigma,2016-06-05,32,2
PRK342,Infusion Pump,20,1,0,2,1,1,12.93,0,2,3947.98,USA,Sigma Spectrum #284,Baxter Healthcare Corp,Sigma,2007-09-05,16,2
PRK300,Infusion Pump,22,1,0,2,1,1,44.06,1,1,604.85,Germany,Infusomat Space #330,B. Braun Melsungen AG,Infusomat,2011-01-15,18,2
PRK342,Sphygmomanometers,9,1,0,1,2,1,0.0,0,1,0.0,USA,DS66 #333,Welch Allyn Inc,Welch Allyn,2004-11-04,,1
